full_name,sex,profession,hourly_salary,date_of_birth,weight,height,city_of_origin,last_seen,satisfaction_score,sleep_1,sleep_2,sleep_3
Dylan Huxley,m,bartender,11.7,11/18/65,77.0,187.0,London,,0.41379310344827586,,8.7,7.7
Johnny Waters,m,police officer,13.7,,86.0,191.0,Brisbane,2208-02-23,0.5287356321839081,9.7,7.6,
Eugene McConaughey,m,server,10.2,2/18/82,92.0,164.0,Vancouver,2208-02-24,0.4827586206896552,7.1,7.5,8.4
Scott Martinez,m,bartender,12.0,,73.0,198.0,Sydney,2208-02-22,0.5804597701149425,8.4,7.4,9.1
Charles Heller,m,cashier,10.0,7/19/70,73.0,183.0,Sydney,,0.4597701149425287,7.9,8.2,8.5
Dorothy Walker,f,trader,,3/28/87,88.0,184.0,Seattle,2208-02-24,0.793103448275862,7.9,8.8,
Harold Radcliffe,,electrician,13.8,2/4/85,76.0,192.0,Manchester,2208-02-24,0.7643678160919541,6.1,8.9,9.6
Kathryn Gallager,f,counselor,10.5,,75.0,172.0,Brisbane,2208-02-22,0.49425287356321845,7.6,5.7,8.1
Ann Heller,,carpenter,14.5,9/27/85,82.0,183.0,Vancouver,2208-02-22,0.7471264367816092,7.2,8.2,7.3
Andrea Hansen,f,manager,12.5,2/5/66,92.0,187.0,,2208-02-24,0.46551724137931033,,,7.1
Joshua Vonnegut,m,laborer,14.3,3/3/64,73.0,198.0,New York,2208-02-20,0.6724137931034485,8.4,11.0,8.8
Jeffrey Hansen,m,cook,12.1,4/12/91,81.0,162.0,Los Angeles,2208-02-22,0.7011494252873564,,8.7,7.8
Sharon Fitzgerald,,cashier,10.0,12/8/87,94.0,169.0,Sydney,2208-02-24,0.5,9.6,8.4,7.1
Bryan Dreiser,m,bartender,12.1,1/11/83,82.0,180.0,,2208-02-20,0.5977011494252874,7.8,7.7,8.0
Walter Walker,m,bookkeeper,16.1,9/10/85,93.0,162.0,Toronto,2208-02-23,,6.4,7.6,8.0
Jennifer Johnson,f,,14.1,2/9/92,82.0,170.0,Birmingham,2208-02-19,0.7643678160919539,,6.3,7.7
Roger Martin,m,plant worker,9.8,6/13/65,81.0,183.0,Los Angeles,2208-02-23,0.4195402298850575,8.6,7.2,10.0
,f,janitor,7.7,7/27/76,66.0,176.0,Birmingham,2208-02-24,0.3045977011494253,8.8,8.2,6.8
,f,trader,15.0,3/14/87,69.0,,Manchester,2208-02-18,0.8448275862068967,9.5,9.2,8.3
Walter Gallager,m,bartender,11.9,8/15/75,68.0,178.0,Toronto,2208-02-24,,8.3,8.4,7.3
Bryan Taylor,m,gardener,10.0,12/19/92,86.0,162.0,Seattle,2208-02-21,0.5287356321839081,8.0,8.5,7.0
Nathan Hall,m,police officer,13.9,7/8/73,81.0,172.0,,2208-02-23,0.5862068965517242,7.2,6.9,9.8
Katherine Anderson,f,trader,,7/25/83,87.0,166.0,London,2208-02-23,0.7758620689655173,8.5,8.5,8.1
Logan Kafka,m,electrician,14.0,9/14/85,82.0,182.0,Sydney,2208-02-23,0.660919540229885,,7.2,7.6
Madison Jackson,f,manager,12.0,2/13/94,92.0,165.0,Birmingham,2208-02-22,0.6551724137931034,7.8,11.2,
Jacqueline Burgess,f,plant worker,10.5,11/22/95,,177.0,Toronto,2208-02-24,0.632183908045977,7.1,10.2,
Kathryn Lopez,f,plant worker,9.9,2/15/95,86.0,194.0,Los Angeles,2208-02-24,0.5402298850574713,7.6,6.9,7.4
Deborah Joyce,f,carpenter,14.5,6/15/95,80.0,192.0,New York,2208-02-20,0.7471264367816091,10.7,8.2,8.0
Douglas Martin,m,developer,14.5,8/17/73,74.0,198.0,,2208-02-15,0.735632183908046,8.1,7.3,8.3
Scott Rodriguez,m,janitor,8.0,1/3/85,85.0,175.0,Sydney,2208-02-24,0.3735632183908046,,8.1,8.6
Willie Clark,m,cook,11.9,12/1/71,71.0,177.0,Brisbane,2208-02-24,0.5172413793103448,7.2,7.7,
Jennifer Moore,f,trader,15.3,5/15/72,94.0,184.0,Toronto,2208-02-22,0.660919540229885,8.9,7.3,8.4
Justin Brown,m,clerk,15.8,4/23/60,76.0,192.0,Sydney,2208-02-16,0.6206896551724138,9.6,7.7,7.8
Betty Maddison,f,cashier,10.0,5/22/84,68.0,192.0,London,2208-02-22,0.48275862068965514,9.2,,7.1
Julia Hall,f,gardener,10.2,5/28/88,,166.0,London,2208-02-24,0.5747126436781609,,9.9,7.7
Edward Marquez,m,trader,14.5,12/11/84,74.0,185.0,Montreal,2208-02-17,0.6839080459770115,8.6,7.8,7.5
Andrea Orwell,f,cashier,9.8,12/28/75,72.0,175.0,Sydney,2208-02-24,0.4195402298850575,6.2,10.0,8.8
George Carry,m,bartender,,9/5/66,84.0,192.0,Toronto,,,7.3,7.7,7.5
Ralph Robinson,m,cashier,10.5,3/24/94,66.0,188.0,Seattle,2208-02-24,0.5114942528735632,7.6,7.9,6.5
Susan Miller,f,janitor,8.0,4/27/97,84.0,168.0,Sydney,2208-02-22,0.5,8.4,,9.1
Louis Salinger,m,server,10.0,12/12/97,66.0,189.0,Manchester,2208-02-22,0.5,9.0,7.1,7.8
Albert Potter,m,carpenter,14.1,5/22/89,81.0,163.0,Birmingham,2208-02-16,0.7471264367816091,9.0,8.7,9.4
Stephanie Johnson,f,electrician,14.2,,89.0,163.0,London,2208-02-22,0.7011494252873564,8.7,7.2,6.8
,f,clerk,16.0,10/24/67,66.0,198.0,Vancouver,2208-02-12,0.7298850574712644,8.1,8.2,9.3
Janice Lawrence,f,cashier,,4/27/88,90.0,172.0,Birmingham,2208-02-21,0.4770114942528736,8.5,7.8,8.1
,m,bartender,12.5,9/10/88,89.0,195.0,London,,0.6494252873563218,7.4,7.6,7.4
Emma Carry,f,laborer,14.3,1/14/70,73.0,195.0,Toronto,2208-02-17,0.706896551724138,7.6,9.8,6.7
Ann Rodriguez,f,cashier,10.3,8/3/80,83.0,189.0,Birmingham,2208-02-22,0.4195402298850575,10.3,7.8,7.4
Keith Clark,m,developer,,11/19/95,94.0,184.0,Seattle,2208-02-24,0.8045977011494252,8.0,7.4,9.5
Jeremy Huxley,m,cashier,10.0,2/26/78,69.0,168.0,Montreal,2208-02-15,0.39080459770114945,10.2,9.3,6.6
Eugene Granger,m,bartender,12.3,3/23/74,65.0,191.0,Los Angeles,2208-02-21,0.5,7.1,,7.9
Andrea Salinger,f,cook,11.7,5/7/73,84.0,161.0,Melbourne,2208-02-19,0.5172413793103448,8.2,7.1,
Roger Roth,m,trader,15.3,3/24/71,,164.0,Los Angeles,2208-02-24,0.7701149425287357,7.2,9.2,5.1
Diana Dreiser,f,trader,15.0,3/26/96,77.0,198.0,Sydney,2208-02-15,,8.6,7.6,
Katherine Roth,,,12.0,9/5/83,87.0,,New York,2208-02-24,0.5344827586206897,7.6,7.3,7.8
Willie Holmes,m,bartender,11.7,9/3/79,68.0,164.0,Brisbane,2208-02-15,0.6091954022988506,7.5,7.4,7.0
Nicole Anderson,f,plant worker,10.0,3/1/71,78.0,196.0,Los Angeles,2208-02-24,0.46551724137931033,7.6,8.3,8.4
Teresa Salinger,f,gardener,10.0,3/4/82,92.0,195.0,Los Angeles,2208-02-24,0.5287356321839081,7.5,,7.6
Diana Davis,f,laborer,14.0,5/22/86,83.0,183.0,New York,2208-02-16,0.6666666666666665,6.2,7.1,
Kimberly Huxley,f,cook,12.0,5/4/64,92.0,180.0,Manchester,2208-02-23,0.5402298850574713,7.3,9.0,9.3
Timothy O'Hara,m,carpenter,,9/4/85,,199.0,Toronto,2208-02-23,0.67816091954023,7.9,8.2,7.2
Jerry Waters,m,cashier,10.0,2/6/75,75.0,197.0,Manchester,2208-02-13,,8.2,7.9,6.2
Sandra Conrad,f,laborer,14.0,7/15/62,80.0,176.0,Brisbane,2208-02-24,0.6436781609195403,8.1,9.5,7.7
Michelle Moore,f,laborer,14.0,2/11/93,88.0,167.0,Seattle,2208-02-23,0.7068965517241378,,7.3,8.1
Andrew Clark,m,police officer,14.5,11/21/84,69.0,191.0,Vancouver,,0.7988505747126438,8.3,6.0,8.0
Kayla Jagger,f,trader,15.3,7/27/73,85.0,166.0,Manchester,2208-02-15,0.7241379310344828,7.9,7.6,
Anthony Fry,m,plant worker,9.8,6/2/86,71.0,185.0,Brisbane,2208-02-22,0.4252873563218391,8.8,10.0,7.9
Bruce Huxley,m,plant worker,10.0,4/25/88,90.0,170.0,New York,2208-02-21,0.4482758620689655,7.4,7.6,7.5
Gerald O'Hara,m,,8.0,9/27/85,71.0,197.0,Seattle,2208-02-20,0.4310344827586207,5.6,7.0,7.4
Debra Conrad,f,bookkeeper,16.0,10/23/98,92.0,177.0,Melbourne,2208-02-24,0.8505747126436781,7.0,8.8,7.8
Jeremy Harris,m,manager,12.0,12/20/69,65.0,161.0,Brisbane,2208-02-24,0.5689655172413792,6.4,7.5,7.6
Nancy Salinger,f,cashier,10.2,11/9/83,84.0,168.0,Seattle,2208-02-24,,7.8,9.6,7.8
Kathleen Lawrence,f,bartender,12.3,9/5/79,83.0,160.0,Birmingham,2208-02-20,0.6436781609195403,6.3,7.1,7.2
Julia Williams,f,police officer,14.5,5/5/85,65.0,183.0,,2208-02-23,0.689655172413793,,7.8,7.3
Samantha Lawrence,f,janitor,8.0,7/26/96,66.0,186.0,Melbourne,2208-02-18,0.37931034482758624,8.6,8.4,8.4
Tyler Hansen,m,,13.9,5/23/69,71.0,163.0,Brisbane,2208-02-24,0.67816091954023,8.3,8.1,7.5
,m,manager,12.2,10/16/63,75.0,188.0,Seattle,2208-02-18,0.4885057471264368,6.7,7.4,7.7
Roy Robinson,m,carpenter,14.5,12/13/94,68.0,186.0,Vancouver,2208-02-24,0.7988505747126436,7.4,9.5,7.3
Rachel Mikkelsen,f,manager,12.3,2/19/61,68.0,172.0,Vancouver,2208-02-19,0.42528735632183906,8.1,8.0,8.0
Christian Gilmour,m,clerk,15.8,10/3/77,87.0,193.0,London,2208-02-19,0.8333333333333335,8.4,7.2,8.2
Melissa Forster,f,trader,15.0,3/20/98,90.0,,New York,2208-02-24,0.793103448275862,7.9,9.4,7.4
,f,bookkeeper,16.0,1/13/79,80.0,173.0,Vancouver,2208-02-13,0.7413793103448276,6.5,8.5,5.3
Jerry Smith,m,clerk,16.0,8/20/98,85.0,187.0,,2208-02-24,0.9080459770114943,8.1,8.0,7.4
Zachary Garcia,m,plant worker,9.5,12/3/89,,199.0,Manchester,2208-02-13,0.48275862068965514,,10.3,6.7
Janet McConaughey,f,carpenter,14.1,7/1/69,85.0,176.0,Toronto,2208-02-19,0.5747126436781609,,8.5,6.8
Nicholas Robinson,m,developer,14.0,10/21/78,88.0,192.0,Montreal,2208-02-23,,7.7,8.9,
Paul Carry,m,cashier,10.0,7/1/70,69.0,172.0,Los Angeles,2208-02-24,0.3448275862068965,9.1,10.0,6.1
Russell Gonzalez,m,carpenter,13.9,8/23/90,79.0,,Toronto,2208-02-24,0.7413793103448276,8.1,7.6,5.6
Kevin Potter,m,gardener,10.3,3/22/71,66.0,184.0,Melbourne,2208-02-24,0.48275862068965514,6.5,8.0,7.5
Julia Thomas,f,carpenter,14.5,7/13/64,86.0,161.0,,2208-02-20,0.6264367816091954,7.5,9.1,7.1
Nathan Roth,,server,10.0,,94.0,179.0,Montreal,2208-02-17,0.4022988505747126,7.8,6.4,8.0
,,electrician,13.7,2/19/66,87.0,176.0,Montreal,2208-02-22,0.5344827586206896,6.7,7.3,6.6
Jonathan Hemingway,m,cook,11.7,6/21/75,84.0,167.0,Birmingham,,0.5862068965517242,8.7,10.0,8.6
Dylan Lee,m,bartender,11.7,6/11/70,85.0,176.0,,2208-02-24,0.49999999999999994,7.6,8.5,8.5
Anthony Mercury,,bookkeeper,16.3,8/22/93,70.0,190.0,New York,2208-02-24,0.8390804597701149,7.3,9.2,8.1
Theresa Brown,f,bartender,11.7,7/13/72,78.0,193.0,Melbourne,2208-02-22,0.45402298850574707,8.1,7.9,9.8
Frank Johnson,m,bartender,12.0,3/27/64,72.0,191.0,Toronto,2208-02-23,0.5402298850574713,5.8,7.6,7.6
Jean Walker,f,electrician,14.0,10/25/83,75.0,181.0,Melbourne,2208-02-23,0.764367816091954,10.2,7.5,7.8
Sara Harris,f,carpenter,14.3,8/24/88,78.0,164.0,Montreal,2208-02-24,0.810344827586207,9.0,6.7,6.7
Pamela Hall,f,carpenter,13.8,4/7/75,89.0,182.0,Brisbane,2208-02-24,0.6494252873563219,10.2,9.5,6.1
Carolyn Perez,f,police officer,13.7,6/26/70,70.0,178.0,Sydney,,0.6724137931034483,8.6,7.7,7.0
Ashley Brown,f,police officer,14.0,9/18/79,84.0,174.0,Vancouver,2208-02-15,0.6839080459770115,5.3,9.0,10.6
Samantha Robinson,f,trader,14.5,9/6/89,66.0,,,2208-02-15,0.8275862068965517,7.3,8.6,
Sean Proust,m,carpenter,,12/16/83,87.0,171.0,London,2208-02-23,0.7011494252873565,7.5,8.0,8.9
Sean Huxley,m,developer,14.0,10/6/70,77.0,186.0,Birmingham,2208-02-24,0.6321839080459769,6.8,7.4,
Kathleen Mercury,f,developer,13.5,,89.0,165.0,London,2208-02-12,0.8275862068965518,7.1,8.4,9.2
Terry Heller,m,server,9.5,10/16/80,67.0,,Los Angeles,2208-02-22,0.4310344827586207,8.4,8.2,7.7
Eugene O'Hara,m,clerk,16.0,9/27/84,77.0,198.0,Toronto,2208-02-16,0.885057471264368,7.3,8.3,8.1
Sarah Gonzalez,f,server,10.0,1/14/68,89.0,160.0,London,2208-02-16,0.3333333333333333,7.8,7.3,7.0
Marilyn Moore,f,bookkeeper,15.8,8/6/93,68.0,190.0,Brisbane,2208-02-15,0.8103448275862069,5.9,6.0,8.6
Kayla Proust,f,cook,12.1,,78.0,164.0,Los Angeles,2208-02-24,0.5977011494252874,8.2,7.9,9.6
Jean Lee,f,bookkeeper,16.0,12/28/65,81.0,164.0,Seattle,2208-02-16,0.7183908045977011,,6.9,5.7
Jesse Weasley,m,laborer,13.5,8/5/81,,177.0,Montreal,2208-02-24,0.7241379310344829,7.7,,9.0
Alan Carry,m,electrician,13.8,5/10/99,78.0,173.0,Vancouver,2208-02-22,0.7298850574712644,7.8,8.1,7.6
Kenneth Salinger,m,server,,6/8/80,90.0,173.0,Vancouver,2208-02-15,0.4425287356321839,8.2,7.5,6.5
Douglas Mikkelsen,,developer,13.9,,92.0,166.0,London,2208-02-22,0.8218390804597702,8.1,6.4,7.5
Kyle Garcia,m,developer,14.3,9/15/89,93.0,174.0,London,2208-02-24,0.7011494252873564,7.3,8.6,9.3
Donald Hemingway,m,police officer,14.1,7/11/86,88.0,166.0,Manchester,2208-02-24,0.7873563218390806,7.4,8.2,6.6
George Jagger,m,laborer,14.0,8/16/68,71.0,183.0,Toronto,2208-02-21,,,7.3,8.4
Joe Walker,m,server,10.0,7/22/84,91.0,181.0,Melbourne,2208-02-24,0.48275862068965514,6.3,8.2,7.6
Madison Mercury,f,clerk,16.0,10/7/84,83.0,187.0,New York,2208-02-13,,9.2,8.0,6.4
Roger Brown,m,,12.0,9/20/71,,177.0,London,2208-02-17,0.46551724137931033,7.5,,7.9
,f,gardener,10.1,9/19/79,67.0,183.0,Montreal,2208-02-18,0.4022988505747127,7.3,7.5,6.9
Danielle Wright,f,janitor,8.0,4/25/70,86.0,,Montreal,2208-02-22,0.2298850574712644,7.4,6.4,7.2
Kevin Morrison,m,bartender,12.0,4/19/71,81.0,,Manchester,2208-02-23,0.46551724137931033,8.3,6.2,9.2
Tyler Miller,,,9.5,8/22/82,85.0,189.0,Seattle,2208-02-24,0.5,7.2,7.3,9.3
Matthew Lee,m,bartender,12.0,9/6/72,87.0,165.0,Seattle,2208-02-13,0.5862068965517242,8.6,8.1,8.2
Dorothy Cobain,f,cook,11.5,1/7/84,79.0,162.0,Vancouver,2208-02-15,0.5689655172413792,7.0,7.8,8.2
Amanda Brown,f,bartender,12.0,3/25/79,,175.0,Sydney,2208-02-23,0.6264367816091955,8.6,9.9,8.3
Bryan Lopez,m,,10.1,4/27/89,82.0,162.0,Toronto,2208-02-24,0.5172413793103449,5.2,9.5,
Kevin Clark,m,clerk,15.7,8/2/97,73.0,,Manchester,2208-02-16,0.8850574712643677,7.3,7.8,6.4
Diane Lennon,f,manager,12.0,5/8/79,67.0,192.0,Vancouver,2208-02-15,0.6264367816091955,,7.4,9.0
Martha Wilson,f,carpenter,13.7,7/10/61,74.0,178.0,Birmingham,2208-02-18,0.5057471264367815,8.8,5.4,8.3
Marie Dickens,f,trader,15.2,7/28/99,84.0,194.0,Brisbane,2208-02-12,0.8103448275862069,5.7,9.0,7.5
Austin Dickens,m,developer,14.0,9/2/89,90.0,196.0,Toronto,2208-02-23,0.6839080459770114,6.0,7.9,8.6
Bobby Huxley,m,manager,12.0,11/25/94,93.0,177.0,Toronto,2208-02-19,0.7126436781609196,7.3,8.1,
Christian Lee,m,hairdresser,15.0,2/7/81,88.0,168.0,Seattle,2208-02-23,0.6954022988505747,8.8,7.4,7.5
Christina Perez,f,trader,15.0,5/4/73,83.0,184.0,Vancouver,2208-02-21,0.6494252873563218,7.2,7.8,9.0
Stephen Conrad,m,cashier,10.1,2/19/98,88.0,196.0,,2208-02-22,0.6264367816091955,9.5,8.1,10.3
William Davis,m,server,10.2,11/10/70,73.0,188.0,Sydney,2208-02-23,0.47126436781609193,8.1,,7.6
Keith Thompson,m,carpenter,14.1,7/3/98,,169.0,Melbourne,2208-02-21,0.8563218390804598,6.5,7.6,
Peter Walker,m,server,10.0,3/13/74,93.0,172.0,Melbourne,2208-02-24,0.42528735632183906,6.3,8.0,7.5
Elizabeth Conrad,f,carpenter,13.7,7/7/69,79.0,,Vancouver,2208-02-17,0.5517241379310344,9.2,8.0,7.2
Rebecca Dickens,f,janitor,8.0,3/27/86,93.0,162.0,London,2208-02-12,0.37931034482758624,9.4,9.8,7.8
Ralph McConaughey,m,plant worker,10.0,12/9/99,93.0,167.0,Manchester,2208-02-19,0.5689655172413793,6.6,8.3,7.4
,f,electrician,14.0,12/27/68,68.0,181.0,Birmingham,,0.6206896551724137,8.5,6.7,9.9
Terry Woolf,m,plant worker,10.0,12/12/85,75.0,184.0,Manchester,2208-02-15,0.4885057471264368,7.2,7.9,9.1
Christopher Hall,m,electrician,14.0,7/2/87,92.0,199.0,Brisbane,2208-02-15,0.7873563218390806,9.3,8.1,7.4
Dorothy Anderson,f,electrician,14.3,3/28/76,84.0,172.0,Birmingham,,0.7413793103448277,,7.1,7.8
Keith Granger,m,server,10.1,1/16/69,87.0,164.0,New York,2208-02-12,0.4597701149425287,8.1,7.0,6.0
Joshua Laurie,m,carpenter,13.5,12/19/77,81.0,165.0,New York,2208-02-21,0.5862068965517242,7.8,7.4,7.5
Joyce Conrad,f,bartender,12.2,10/21/79,79.0,191.0,New York,2208-02-24,0.6379310344827587,8.3,7.1,7.6
Nicole Watson,f,clerk,16.5,4/2/85,68.0,169.0,Montreal,2208-02-24,0.8045977011494252,6.6,7.8,7.8
Nicholas Wright,m,trader,15.0,12/7/89,89.0,163.0,Birmingham,2208-02-22,0.8563218390804598,7.1,7.1,7.8
Diana Hall,f,electrician,14.0,3/9/74,,182.0,Brisbane,2208-02-18,0.6551724137931034,6.3,7.3,5.9
Ruth Burgess,f,bartender,12.2,12/14/76,81.0,164.0,Los Angeles,2208-02-24,0.5632183908045977,8.8,8.0,8.5
Olivia Orwell,f,cook,12.1,11/8/86,67.0,188.0,London,,0.614942528735632,9.2,8.0,
Amber Huxley,f,cashier,9.8,9/18/90,77.0,199.0,New York,,0.5632183908045978,9.4,7.4,7.3
Randy Marquez,m,plant worker,9.5,8/6/68,67.0,173.0,Sydney,2208-02-24,0.30459770114942525,9.3,6.3,7.8
Gabriel Smith,m,,14.2,2/8/83,79.0,171.0,Vancouver,2208-02-23,0.7758620689655173,7.5,7.0,7.1
Louis Lewis,m,server,10.0,4/4/91,,164.0,Toronto,2208-02-24,0.4655172413793104,7.2,8.0,8.6
Jason Garcia,m,bartender,12.0,,72.0,160.0,,2208-02-15,0.6436781609195402,8.3,9.3,7.5
Steven Dreiser,m,police officer,,11/11/87,78.0,164.0,Seattle,2208-02-14,,8.2,7.7,7.6
Jeremy Gallager,m,carpenter,14.0,8/23/60,93.0,181.0,Vancouver,2208-02-21,0.6321839080459769,6.1,7.2,8.2
Michael Williams,m,cashier,9.8,8/7/87,86.0,168.0,Birmingham,2208-02-15,0.5459770114942529,8.5,8.1,6.7
Vincent Bradbury,m,janitor,8.0,5/5/63,82.0,166.0,Birmingham,2208-02-22,0.24712643678160923,7.1,7.1,9.7
,m,cook,12.0,8/22/78,85.0,180.0,London,2208-02-18,0.5057471264367817,8.0,7.4,8.6
Jacqueline Joyce,f,laborer,14.0,3/13/74,89.0,166.0,Vancouver,2208-02-24,0.7126436781609196,8.0,7.2,7.5
Dorothy Lopez,f,cook,11.8,9/8/69,80.0,170.0,Montreal,2208-02-24,0.5000000000000001,7.7,6.5,8.4
Joyce Waters,,manager,11.7,11/8/93,68.0,161.0,Birmingham,2208-02-22,0.5747126436781609,,6.9,7.5
Janet Vonnegut,f,cashier,9.9,,,183.0,Seattle,2208-02-22,0.47126436781609193,6.5,9.0,7.9
Thomas Hemingway,m,trader,15.0,1/4/94,84.0,199.0,Sydney,2208-02-15,0.7701149425287356,9.4,8.7,8.2
Juan Mercury,m,electrician,,11/13/92,71.0,183.0,Sydney,2208-02-14,0.7586206896551724,9.1,8.3,9.0
Philip Lawrence,m,janitor,8.2,7/19/79,93.0,196.0,Seattle,2208-02-18,,7.8,6.9,8.9
Christina Carry,f,laborer,14.0,9/14/88,70.0,181.0,Vancouver,2208-02-22,0.793103448275862,7.6,6.4,6.5
Barbara Clark,,bookkeeper,,,87.0,189.0,New York,2208-02-23,0.632183908045977,7.8,8.6,8.6
Eric Forster,m,trader,14.7,,80.0,181.0,New York,2208-02-24,0.735632183908046,7.6,6.7,7.0
Isabella Forster,f,cashier,10.1,,66.0,187.0,Montreal,2208-02-24,0.4425287356321839,8.7,7.3,8.2
Charlotte Radcliffe,f,manager,12.3,5/9/73,81.0,162.0,Seattle,2208-02-17,0.5517241379310345,8.4,9.4,8.7
James Martinez,m,cashier,10.2,8/24/71,72.0,193.0,New York,2208-02-24,0.3620689655172414,7.2,8.1,8.3
Carol Joyce,f,janitor,7.7,4/15/93,79.0,,Manchester,2208-02-22,0.4022988505747126,9.4,7.0,10.3
Johnny Radcliffe,m,cook,,2/16/65,75.0,161.0,Vancouver,2208-02-22,0.41379310344827586,7.3,6.6,9.4
Gerald McConaughey,m,electrician,13.5,9/22/75,78.0,196.0,London,2208-02-23,0.5747126436781609,9.2,9.3,8.9
Alice Lee,f,trader,15.0,2/17/90,65.0,171.0,New York,2208-02-22,0.8620689655172414,9.2,6.8,11.9
Joseph Huxley,m,laborer,13.8,11/8/88,73.0,172.0,,2208-02-22,0.6666666666666667,9.8,8.4,7.3
Sara Gilmour,f,police officer,14.0,5/22/61,75.0,173.0,London,2208-02-23,0.6379310344827586,8.2,8.0,7.7
Dylan Brown,,cook,11.9,9/12/88,69.0,171.0,Vancouver,2208-02-22,0.557471264367816,8.4,7.3,6.7
Catherine Carry,f,trader,14.8,11/5/96,77.0,183.0,Montreal,2208-02-17,0.8850574712643678,8.9,9.0,6.1
Evelyn Salinger,f,developer,13.9,11/4/65,92.0,172.0,Montreal,2208-02-24,0.5402298850574713,8.8,9.1,10.0
Joan Proust,f,plant worker,9.7,5/10/98,86.0,163.0,Montreal,2208-02-24,,7.1,7.9,9.0
Olivia Granger,f,police officer,13.8,10/5/92,87.0,185.0,New York,2208-02-16,0.689655172413793,9.6,9.5,9.9
Alexis Banner,f,trader,15.0,8/22/68,70.0,187.0,Seattle,2208-02-22,0.6781609195402298,8.5,7.9,7.4
Judith Gonzalez,f,clerk,16.0,4/10/78,91.0,169.0,Melbourne,2208-02-24,0.735632183908046,9.0,9.1,7.9
Sandra Lee,f,trader,15.5,3/7/61,80.0,,Montreal,2208-02-16,0.6666666666666667,6.3,7.8,8.6
Jacob Hemingway,m,gardener,10.1,10/17/62,79.0,173.0,,2208-02-23,0.3045977011494253,,8.1,6.5
Linda Fitzgerald,f,clerk,,1/25/76,73.0,163.0,Birmingham,2208-02-18,0.7816091954022989,6.9,6.9,7.8
Nicole Rodriguez,f,electrician,,10/18/97,85.0,186.0,Melbourne,2208-02-18,,10.3,7.1,8.0
Victoria Gonzalez,f,manager,12.0,12/27/82,78.0,174.0,Toronto,2208-02-20,0.5287356321839081,7.7,7.0,7.5
Brandon Thompson,m,bookkeeper,16.2,8/5/74,81.0,164.0,Sydney,2208-02-16,0.7816091954022988,9.2,7.6,8.1
Michael Wilson,m,trader,14.5,11/28/66,74.0,167.0,,2208-02-17,0.5804597701149424,7.5,7.8,8.6
Anna Williams,f,gardener,9.9,3/13/90,78.0,190.0,Vancouver,2208-02-20,0.5114942528735632,8.4,8.8,7.8
Judy Woolf,f,trader,15.2,9/14/77,86.0,181.0,Melbourne,2208-02-24,0.6839080459770115,6.9,7.7,7.1
Jonathan Thompson,m,bartender,12.0,11/28/64,76.0,181.0,Toronto,2208-02-24,0.42528735632183906,8.7,7.6,7.1
Dorothy Dreiser,f,,14.0,1/21/87,,175.0,Brisbane,2208-02-24,0.6724137931034483,6.5,8.0,7.0
Carol Granger,f,bookkeeper,15.7,10/21/87,65.0,171.0,Melbourne,2208-02-24,0.8275862068965517,7.3,9.2,6.8
Robert Forster,m,laborer,14.0,4/5/86,86.0,180.0,,2208-02-17,0.6666666666666665,8.8,7.8,
Margaret Forster,f,gardener,9.5,12/2/66,75.0,169.0,Vancouver,2208-02-16,0.35057471264367807,7.3,8.0,8.2
Donna Laurie,f,janitor,8.0,3/2/61,69.0,185.0,New York,2208-02-24,0.2931034482758621,6.8,7.2,7.8
Denise Wright,f,manager,12.1,7/20/91,70.0,186.0,Brisbane,2208-02-13,0.586206896551724,8.9,7.4,10.7
Alan Heller,m,carpenter,14.5,9/26/92,85.0,183.0,Birmingham,2208-02-22,0.7873563218390804,8.0,7.3,6.4
Louis Golding,m,bartender,12.0,7/20/81,86.0,166.0,Montreal,2208-02-24,0.6379310344827587,8.4,6.8,9.4
Adam Maddison,m,bartender,12.3,7/18/94,81.0,,Brisbane,2208-02-19,0.614942528735632,7.3,,9.1
,m,clerk,16.0,4/4/80,92.0,184.0,Seattle,2208-02-19,0.7471264367816092,7.5,,10.4
Barbara Granger,f,cashier,10.0,11/17/75,73.0,194.0,Melbourne,2208-02-16,0.4885057471264368,6.1,7.0,7.7
Martha Harris,f,clerk,15.7,9/17/77,78.0,183.0,Vancouver,2208-02-24,0.8275862068965517,8.7,9.0,7.8
Gary Lee,m,carpenter,14.2,7/6/76,68.0,198.0,Manchester,2208-02-24,0.6781609195402298,7.2,7.6,7.9
Betty Kafka,f,bookkeeper,15.9,6/1/73,69.0,185.0,Montreal,2208-02-22,0.8160919540229886,6.9,8.7,7.2
Judith Jackson,f,carpenter,14.3,7/14/98,71.0,187.0,London,2208-02-12,0.8678160919540231,8.0,,8.3
Olivia Williams,f,,12.0,5/6/90,74.0,171.0,Manchester,2208-02-22,0.6321839080459769,8.2,8.6,7.8
Amber Martin,f,bartender,12.2,7/7/87,71.0,199.0,New York,2208-02-17,0.6264367816091954,7.3,,9.0
Michael Hall,m,bartender,12.3,3/14/98,83.0,164.0,Montreal,2208-02-14,0.7528735632183908,8.1,9.3,8.2
Dennis Wright,m,carpenter,14.0,1/2/83,74.0,161.0,Birmingham,2208-02-13,0.764367816091954,7.0,9.5,8.7
Jack Nabokov,m,bookkeeper,16.2,12/2/93,89.0,178.0,Sydney,2208-02-14,0.9482758620689655,6.2,7.8,8.8
